title,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,ann
prcp,1997,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1997,-2,0,0,-1,0,0,0,0,0,0,0,0,-3
tmin,1997,-20,-2,-16,-21,-17,-4,-8,0,0,0,0,0,-88
prcp,1998,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1998,0,0,0,-2,0,-1,0,0,0,0,0,0,-3
tmin,1998,-21,-4,-7,-13,-17,-13,-3,0,0,0,0,0,-78
prcp,1999,-31,-31,-30,-31,-28,-31,-30,0,-30,-31,-31,-30,-334
tmax,1999,-2,0,0,0,0,0,0,0,0,0,0,0,-2
tmin,1999,-20,-4,-12,-24,-15,-23,-3,0,0,0,0,0,-101
prcp,2000,-31,-31,-30,-31,-29,-31,-30,-31,-30,-31,0,-30,-335
tmax,2000,-3,0,-1,-4,0,0,0,0,0,0,0,0,-8
tmin,2000,-26,-5,-19,-24,-20,-9,-6,0,0,0,0,0,-109
prcp,2001,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,0,-30,-334
tmax,2001,-4,0,0,0,0,0,0,0,0,0,0,0,-4
tmin,2001,-24,-8,-10,-13,-16,-13,-7,0,0,0,0,0,-91
prcp,2002,-31,0,-29,-28,-28,-31,0,0,0,0,0,0,-147
tmax,2002,-2,0,0,0,-1,0,0,0,0,0,0,0,-3
tmin,2002,-21,0,-16,-24,-24,-13,0,0,0,0,0,0,-98
prcp,2003,-31,-26,-30,-6,-28,-26,-30,-29,-23,-28,-29,-29,-315
tmax,2003,-4,0,0,0,0,0,0,0,0,0,0,0,-4
tmin,2003,-22,0,-9,-28,-22,-4,-2,0,0,0,0,0,-87
prcp,2004,-9,-28,-28,-31,-27,-31,-3,-4,-23,-21,-10,-30,-245
tmax,2004,-1,0,0,-4,-3,0,0,0,0,0,0,0,-8
tmin,2004,-24,0,-10,-26,-16,-12,-9,0,0,0,0,0,-97
prcp,2005,-28,-31,-27,-5,-26,-29,-5,-24,-23,-24,-19,-30,-271
tmax,2005,-4,0,0,0,-1,-1,0,0,0,0,0,0,-6
tmin,2005,-13,-6,-13,-25,-17,-14,-5,0,0,0,0,0,-93
prcp,2006,-27,-25,-5,-31,-23,-31,-5,-31,-26,-27,-31,-26,-288
tmax,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
tmin,2006,-20,-8,-11,-14,-18,-12,-4,-1,0,0,0,-1,-89
prcp,2007,-29,-31,-30,-22,-4,-1,-30,-27,-28,-22,-26,-28,-278
tmax,2007,-1,0,0,0,-1,0,0,0,0,0,0,0,-2
tmin,2007,-21,0,-20,-16,-20,-6,-7,0,0,0,0,0,-90
prcp,2008,-31,-31,-28,-31,-5,-31,-27,-31,-30,-27,-29,-2,-303
tmax,2008,-2,0,0,0,0,0,0,0,0,0,0,0,-2
tmin,2008,-23,-8,-15,-16,-19,-12,-6,0,0,0,0,0,-99
prcp,2009,-31,-31,-30,-31,-28,-31,-28,-24,-30,-31,-29,-30,-354
tmax,2009,-3,0,0,0,-1,0,0,0,0,0,0,0,-4
tmin,2009,-20,-4,-9,-24,-20,-13,-4,0,0,0,0,0,-94
prcp,2010,-31,-31,-30,-29,-28,-27,-30,-29,-30,-31,-29,-30,-355
tmax,2010,-6,0,0,-3,-1,0,0,0,0,0,0,0,-10
tmin,2010,-24,-6,-19,-28,-24,-19,-4,0,0,0,0,0,-124
prcp,2011,-10,-4,-3,-5,-9,-5,-3,-4,-9,-29,-8,-5,-94
tmax,2011,-5,0,0,0,-1,0,0,0,0,0,0,0,-6
tmin,2011,-25,-7,-11,-22,-13,-13,-6,0,0,0,0,0,-97
prcp,2012,-4,-31,-30,-31,-29,-31,-30,-31,-30,-31,-31,-30,-339
tmax,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
tmin,2012,-18,0,-10,-15,-11,-3,-1,0,0,0,0,0,-58
prcp,2013,-31,-31,-30,-30,-28,-31,-30,-31,-6,-22,-25,-30,-325
tmax,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
tmin,2013,-16,-5,-14,-19,-5,-19,0,0,0,0,0,0,-78
prcp,2014,-29,-31,-30,-30,-28,-31,-29,-27,-30,-24,-31,-27,-347
tmax,2014,-6,0,0,0,-1,-3,0,0,0,0,0,0,-10
tmin,2014,-25,-3,-20,-18,-13,-14,-5,0,0,0,0,0,-98
prcp,2015,-29,0,0,0,-24,-31,-23,-25,-28,-23,-31,0,-214
tmax,2015,-2,0,0,0,-3,0,0,0,0,0,0,0,-5
tmin,2015,-27,0,0,0,-20,-11,0,0,0,0,0,0,-58
